iter	MultiClass
517	0.6043136434
518	0.604173996
519	0.6040630631
520	0.6039293514
521	0.6037543679
522	0.6036287949
523	0.6033701123
524	0.6031862595
525	0.6030506712
526	0.6029317536
527	0.6027412297
528	0.6026004906
529	0.6023984094
530	0.6021831469
531	0.6020399233
532	0.6019128684
533	0.6017227633
534	0.601591121
535	0.6015141109
536	0.6013499922
537	0.6012378631
538	0.6011249186
539	0.600997483
540	0.6008413406
541	0.6007514082
542	0.6006112674
543	0.600443433
544	0.600242665
545	0.6000921496
546	0.5998621616
547	0.5996517814
548	0.5995390084
549	0.5993817934
550	0.5992086798
551	0.5990146043
552	0.5988733542
553	0.5986529965
554	0.5985245155
555	0.5984300932
556	0.5983298864
557	0.5981852785
558	0.5980082649
559	0.5978725723
560	0.597756077
561	0.5976274061
562	0.5974886612
563	0.5973219213
564	0.5971964814
565	0.5970163156
566	0.5969295168
567	0.5967726761
568	0.5966848403
569	0.5965564355
570	0.5963670687
571	0.5962154813
572	0.5961582458
573	0.5960279262
574	0.5958976919
575	0.5957858941
576	0.5956767434
577	0.5955926562
578	0.5954119273
579	0.5952560047
580	0.5951767498
581	0.595057317
582	0.5949673793
583	0.5948341764
584	0.5946975441
585	0.5945862087
586	0.594449587
587	0.5943192977
588	0.5942214719
589	0.5940525711
590	0.5938483998
591	0.5936974251
592	0.593564795
593	0.5933643289
594	0.5932840743
595	0.5931476508
596	0.5930207661
597	0.5929416369
598	0.5928290194
599	0.5926714255
600	0.5925584433
601	0.5924319566
602	0.592301542
603	0.5920880629
604	0.5920081017
605	0.5918336949
606	0.5916893736
607	0.5914955509
608	0.5914148096
609	0.5912679221
610	0.5911432807
611	0.5910576446
612	0.5910093171
613	0.590873164
614	0.5907819505
615	0.5906558831
616	0.5906017607
617	0.590473664
618	0.5904027903
619	0.5902697795
620	0.5900415428
621	0.5899075616
622	0.5898462759
623	0.589777457
624	0.5896832699
625	0.5895636998
626	0.5894830171
627	0.5893635418
628	0.5891419011
629	0.5890799374
630	0.589023479
631	0.5889170781
632	0.5886910121
633	0.5885651715
634	0.5885078287
635	0.588459785
636	0.5883717192
637	0.58829181
638	0.5882260732
639	0.5881109316
640	0.5879978003
641	0.5878689908
642	0.5877695483
643	0.5876894832
644	0.5876275375
645	0.5875476332
646	0.5874455299
647	0.5873815716
648	0.5872738466
649	0.587124813
650	0.5870602163
651	0.5869904027
652	0.5868722896
653	0.5867887574
654	0.586649941
655	0.5865235024
656	0.586421589
657	0.5862996114
658	0.5862238557
659	0.5861566697
660	0.5860022765
661	0.5859409859
662	0.5858208402
663	0.5856459818
664	0.5855003366
665	0.5854256912
666	0.5853305293
667	0.5851706531
668	0.5850795297
669	0.5849703453
670	0.5847157352
671	0.5846426146
672	0.5845714674
673	0.5844828552
674	0.5843327366
675	0.5842295031
676	0.5841454319
677	0.5840258362
678	0.583936656
679	0.5838562898
680	0.5837675219
681	0.5836359681
682	0.5835388688
683	0.5834046515
684	0.5831863576
685	0.5831033541
686	0.5830501178
687	0.5828911387
688	0.5828185312
689	0.582672169
690	0.5826129374
691	0.5824982446
692	0.5823308201
693	0.582228553
694	0.5821202027
695	0.581944592
696	0.5817878489
697	0.5817188909
698	0.5816263932
699	0.5814572189
700	0.5813316889
701	0.581169177
702	0.5810436667
703	0.5809270893
704	0.5808151039
705	0.5807537202
706	0.5806314287
707	0.5804785635
708	0.5803895073
709	0.5803179148
710	0.5802353751
711	0.5801201213
712	0.5800189958
713	0.5798985678
714	0.5798239268
715	0.5797196187
716	0.5795847534
717	0.5795083877
718	0.5793983278
719	0.5793156859
720	0.5791990912
721	0.5791196045
722	0.5790953148
723	0.5790311737
724	0.5789677215
725	0.5788062167
726	0.578594647
727	0.5785536097
728	0.5784007068
729	0.5783159956
730	0.578275752
731	0.5781455163
732	0.5780817861
733	0.5779230572
734	0.5778533959
735	0.5777326332
736	0.5775919055
737	0.5774833709
738	0.5774249371
739	0.5773472332
740	0.5773099444
741	0.5772397083
742	0.5771572675
743	0.5770171234
744	0.5769122411
745	0.576851425
746	0.5768194581
747	0.5767541634
748	0.5766921
749	0.5765962133
750	0.5765498918
751	0.5764389308
752	0.5763673929
753	0.5762959416
754	0.5762156491
755	0.5761265253
756	0.5760243883
757	0.5759629205
758	0.5758538961
759	0.5757750876
760	0.5756953723
761	0.5756271734
762	0.5755315902
763	0.5754957768
764	0.5753925333
765	0.575285173
766	0.5752263348
767	0.5751661955
768	0.5751059471
769	0.5750336554
770	0.5750096055
771	0.5749045553
772	0.5747940743
773	0.574674422
774	0.5745754339
775	0.5745064823
776	0.5744770348
777	0.5743545362
778	0.5742640771
779	0.5741955603
780	0.5741321084
781	0.5740648606
782	0.5740119518
783	0.5739513668
784	0.5739071898
785	0.573842744
786	0.5737776099
787	0.5737245646
788	0.5736682436
789	0.5735517679
790	0.5734203167
791	0.5733200258
792	0.5732654327
793	0.5731561041
794	0.5730423604
795	0.5729332864
796	0.5729061742
797	0.5728185073
798	0.5727542895
799	0.5726691707
800	0.5725930312
801	0.5725306817
802	0.5724830545
803	0.5724173414
804	0.5723279163
805	0.5722842901
806	0.5721774645
807	0.5720653078
808	0.5719775388
809	0.5718605271
810	0.5717602224
811	0.5716855633
812	0.5716214776
813	0.5715456192
814	0.5714883842
815	0.5714033936
816	0.5713950901
817	0.5712874073
818	0.5711645022
819	0.5711106279
820	0.5710261411
821	0.5709114047
822	0.5708444456
823	0.5707442525
824	0.5706611441
825	0.5706227724
826	0.5705927999
827	0.5705269657
828	0.5704667837
829	0.5703365069
830	0.5702960784
831	0.5702593284
832	0.5701645253
833	0.5700608937
834	0.5700029102
835	0.5699568305
836	0.5698918123
837	0.5698341786
838	0.5697560595
839	0.5696855054
840	0.5695878618
841	0.5694807144
842	0.5694648662
843	0.5694110759
844	0.569370775
845	0.5692991369
846	0.5692540223
847	0.5690840841
848	0.569044512
849	0.5689038829
850	0.5688653176
851	0.568790208
852	0.5687742214
853	0.568694344
854	0.5686559619
855	0.5685626187
856	0.5685066676
857	0.5683558409
858	0.5682985996
859	0.5682686982
860	0.5682206828
861	0.5680942127
862	0.5680300492
863	0.5679548862
864	0.567939843
865	0.5678919187
866	0.5678588125
867	0.5678054421
868	0.5677084723
869	0.5676530725
870	0.5675981697
871	0.5675360851
872	0.5673981967
873	0.5673182979
874	0.567295527
875	0.5672553058
876	0.5672437671
877	0.5672261303
878	0.5672165269
879	0.5672065665
880	0.5671130441
881	0.5670774782
882	0.5669833118
883	0.5669593466
884	0.5667767375
885	0.5667177157
886	0.5666506721
887	0.5666030629
888	0.566571556
889	0.566522809
890	0.5664914879
891	0.5664447447
892	0.5663905165
893	0.5663141547
894	0.5662864954
895	0.5661972725
896	0.5660359716
897	0.5660081701
898	0.5659613334
899	0.5659219736
900	0.5659134015
901	0.565847898
902	0.5657153077
903	0.5656263947
904	0.565580596
905	0.565517232
906	0.5654616156
907	0.5654275309
908	0.5653720045
909	0.5653271066
910	0.5652442569
911	0.5651033602
912	0.5650951024
913	0.5650203664
914	0.5648937183
915	0.5648353149
916	0.5647957876
917	0.564760917
918	0.5646105511
919	0.5645339592
920	0.5643941615
921	0.5643162811
922	0.56429442
923	0.5642210159
924	0.5642055945
925	0.5640282488
926	0.5639712532
927	0.5639311078
928	0.5638847644
929	0.5638529229
930	0.5637837588
931	0.5636935406
932	0.5636830284
933	0.5636282641
934	0.5635541265
935	0.5635048532
936	0.5634770603
937	0.5634592561
938	0.5634352561
939	0.5634116947
940	0.5633038537
941	0.5632724474
942	0.5632138097
943	0.5631186371
944	0.5631075741
945	0.5630310484
946	0.5629631679
947	0.5629073555
948	0.5628619065
949	0.5628267363
950	0.5627859118
951	0.5627434667
952	0.5627368702
953	0.5626650015
954	0.5626364266
955	0.5625445223
956	0.5624981948
957	0.5624624108
958	0.5623922745
959	0.5623118504
960	0.5622444075
961	0.5621529726
962	0.5621050639
963	0.5620784335
964	0.5619953188
965	0.5619818355
966	0.5619003597
967	0.5618293169
968	0.5618114167
969	0.5617679889
970	0.5616985984
971	0.5616828711
972	0.5616188006
973	0.5615768623
974	0.5615208798
975	0.5614603653
976	0.5612986945
977	0.5612225012
978	0.561182144
979	0.5611538893
980	0.5610685786
981	0.5610639204
982	0.5609611239
983	0.560898427
984	0.5608459236
985	0.5608255304
986	0.5607854337
987	0.5607802901
988	0.560679254
989	0.5606659529
990	0.5606106163
991	0.5605710103
992	0.5605135432
993	0.5604513012
994	0.5604466821
995	0.560409247
996	0.5603625677
997	0.5603298256
998	0.5602881829
999	0.5602001117
76
999	0.559110734
